82,5.1503,2.7531,656
83,8.2719,2.5516,524
84,5.4617,2.3501,525
85,5.4174,2.3313,350
86,5.3255,1.9932,500
87,5.8388,3.3887,1278
88,4.9700,2.3089,816
89,5.7014,1.6834,349
90,6.0289,2.8761,452
91,6.3592,3.3004,0
92,5.3302,2.4764,447
93,5.2923,2.8707,1504
94,4.5619,3.6215,541
95,4.6359,3.6374,326
96,5.0074,4.0181,453
97,5.0106,4.1053,406
98,4.6078,3.7503,421
99,4.5828,3.8039,476
100,4.5457,3.8363,693
101,4.8412,3.4330,425
102,4.8040,3.4109,503
103,4.8298,3.3909,489
104,5.1235,3.4543,426
105,5.0711,3.4660,459
106,5.0321,3.4865,418
107,5.0412,3.4330,540
108,5.0152,3.3998,461
109,5.0666,3.3836,441
110,5.0558,3.3604,403
111,4.8151,3.1786,648
112,4.8502,3.0990,495
113,4.7877,3.1176,410
114,4.5722,3.2373,391
115,4.5396,3.2147,620
116,4.3791,3.8122,571
117,4.2467,3.8359,556
118,4.8193,3.9008,447
119,4.8124,3.8465,397
120,4.8075,3.9774,692
121,4.9316,3.9877,1111
122,4.8817,3.9471,526
123,4.8513,4.1141,1890
124,4.9585,4.0670,606
125,4.3867,3.3991,281
126,4.4337,3.3650,392
127,5.0294,4.1371,475
128,4.3342,3.7573,1303
129,4.4527,3.6895,458
130,4.4201,3.6300,909
131,4.4824,3.6497,461
132,4.4949,3.6867,352
133,4.5136,3.6959,358
134,4.5309,3.6850,393
135,4.5741,3.6960,413
136,4.9765,3.6956,412
137,5.0270,3.7096,429
138,4.6268,3.7092,513
139,4.6767,3.6472,373
140,4.7069,3.6397,501
141,4.7262,3.6774,464
142,4.7669,3.6273,511
143,4.8170,3.6380,834
144,4.8038,3.5882,433
145,4.8276,3.5271,480
146,4.7311,3.5390,469
147,4.7979,3.4743,464
148,4.5900,3.5688,437
149,4.5778,3.4492,563
150,5.0659,4.1645,557
151,5.0125,4.2024,404
152,4.9740,4.1911,387
153,4.9254,4.2057,360
154,4.9180,4.1604,518
155,5.1284,4.1438,459
156,5.0964,4.1999,352
157,5.1134,4.1461,359
158,4.8387,3.0351,423
159,4.8695,3.3860,367
160,4.8784,3.3642,401
161,4.9225,3.7091,598
162,4.9273,3.6204,383
163,4.9170,3.5815,386
164,4.8657,3.6120,504
165,4.8518,3.6834,479
166,4.8256,3.7624,636
167,4.7638,3.7188,509
168,4.6806,3.7416,493
169,4.6692,3.8077,527
170,4.5107,3.7482,572
171,5.4317,3.6848,418
172,5.4503,3.6994,500
173,5.4912,3.7280,490
174,5.5089,3.7567,503
175,5.5879,3.8188,303
176,5.5461,3.8116,438
177,4.8894,3.2864,431
178,4.9484,3.4078,398
179,4.9020,3.4160,375
180,4.9154,3.4904,715
181,4.9542,3.5352,454
182,4.9736,3.5634,453
183,5.0097,3.5438,591
184,5.0220,3.5651,211
185,5.0658,3.5156,497
186,5.0652,3.5599,395
187,5.0981,3.5308,399
188,5.1169,3.5265,365
189,5.0949,3.5202,346
190,5.1276,3.4852,419
191,4.7696,3.0897,362
192,4.7480,3.0674,698
193,4.6832,3.1146,659
194,5.0124,3.8266,433
195,4.4368,3.3139,310
196,4.4221,3.2667,375
197,4.6716,3.0973,1234
198,4.7214,3.1530,835
199,4.7454,3.1798,412
200,4.7119,3.2052,889
201,4.6215,3.2581,467
202,4.5245,4.0489,643
203,4.9310,3.8911,574
204,7.5651,6.3703,448
205,6.8746,6.5044,558
206,4.5889,3.0263,766
207,4.5804,2.9428,477
208,4.6267,2.8916,293
209,4.6300,2.8364,449
210,4.7190,2.9090,1310
211,4.7127,3.3906,777
212,4.7739,3.4266,358
213,4.5445,3.3614,517
214,3.5225,4.2293,729
215,4.5128,3.5334,691
216,4.5448,3.5611,645
217,4.5484,3.5116,488
218,4.6294,3.5477,444
219,4.6837,3.6004,525
220,4.5256,4.3629,1213
221,4.6526,4.3049,427
222,4.4708,2.7547,494
223,4.3598,2.8752,550
224,3.5753,3.7624,866
225,5.6100,4.5773,2244
226,5.1995,4.4221,634
227,4.9795,4.4765,776
228,4.8084,4.7134,958
229,4.6781,4.5243,637
230,8.7029,4.1887,512
231,8.1247,4.3166,494
232,8.0865,4.2942,342
233,8.0434,4.2751,328
234,8.1877,3.8779,468
235,7.5829,3.9690,491
236,8.1180,3.1617,487
237,7.3681,2.4632,519
238,6.3229,2.3322,419
239,6.3939,3.1531,202
240,6.9259,3.3784,943
241,4.5243,3.2803,460
242,4.4830,3.3377,420
243,4.5083,3.4208,331
244,4.4652,3.4189,379
245,4.4190,3.4313,416
246,4.4514,3.4678,438
247,4.3985,3.4950,443
248,3.9394,5.3979,872
249,5.0811,4.0824,366
250,5.0741,4.0352,350
251,5.0286,3.9683,544
252,5.2016,4.0697,503
253,5.3436,3.9951,511
254,5.3083,3.8916,504
255,5.4128,3.9374,553
256,5.4401,3.8831,349
257,5.4159,3.8605,403
258,5.3710,3.8292,392
259,4.4212,3.8956,621
260,4.2815,3.8885,559
261,5.0150,3.3394,470
262,4.9959,3.2367,278
263,5.1109,3.4141,410
264,5.1658,3.5123,607
265,5.1963,3.6472,796
266,5.0235,3.6483,384
267,4.9927,3.6386,427
268,4.9790,3.6647,438
269,5.1310,7.0784,620
270,5.0974,5.8565,571
271,3.5842,5.5938,596
272,3.6629,5.2911,692
273,3.2232,5.0843,1040
274,3.8866,3.9826,505
275,4.1941,3.9437,1206
276,4.2536,3.9719,302
277,4.1412,4.0999,1221
278,3.5363,4.4167,461
279,4.7994,5.3990,690
280,5.1460,5.0358,406
281,5.6226,5.2562,1619
282,6.7143,3.9176,44
283,6.5740,1.3455,575
284,6.2737,1.4768,831
285,2.5531,4.5567,719
286,2.8137,4.5772,534
287,2.1157,5.0986,952
288,2.7095,5.1079,814
289,2.3051,5.3251,458
290,2.2844,2.8144,567
291,1.9991,3.1168,515
292,1.7292,2.5917,645
293,1.8896,2.4371,582
294,1.4322,2.9479,521
295,4.2192,1.1192,309
296,4.2511,1.7119,345
297,5.7931,0.8085,476
298,4.3207,2.3103,429
299,4.1182,2.0177,476
300,4.8657,1.8002,798
301,4.4701,2.0833,450
302,4.2620,1.8184,642
303,4.4677,1.8184,593
304,4.4069,1.7763,403
305,4.5016,1.7745,1001
306,4.9195,1.4981,445
307,3.9569,1.8580,522
308,4.7154,1.2264,474
309,4.3721,1.6607,457
310,4.3081,1.6434,438
311,4.3215,1.7007,387
312,1.3774,4.6187,584
313,1.1299,3.7434,302
314,1.7656,4.0330,612
315,2.2300,4.3579,663
316,2.9273,3.8511,401
